person age,person income,person emp length,loan amnt,loan int rate,loan percent income,cb person cred hist length,person home ownership MORTGAGE,person home ownership OTHER,person home ownership OWN,person home ownership RENT,loan intent DEBTCONSOLIDATION,loan intent EDUCATION,loan intent HOMEIMPROVEMENT,loan intent MEDICAL,loan intent PERSONAL,loan intent VENTURE,cb person default on file N,cb person default on file Y
0.19699253,1.203411,0.26696685,0.11804047,0.51212543,0.29947782,0.46665803,0.018493433,0.00019422662,0.0673942,0.22475025,0.38502803,0.023918867,0.06837764,0.058772467,0.023761015,0.12246055,0.091979325,0.004913996
0.16931273,0.6621945,0.06458083,0.116836675,0.62061214,3.047496,0.025292248,0.18244915,0.0008084194,0.13387798,0.66243243,0.1354554,0.00461311,0.087017864,0.016037289,0.0020664476,0.07054395,0.029833877,0.0019998387
0.20764543,0.27633402,0.29195306,0.28479487,0.8468871,0.5656435,0.32170483,0.008733658,0.0004370042,0.081579134,0.13753986,0.05439124,0.1314855,0.1715132,0.03865823,0.021815425,0.13739026,0.0487049,0.0019613432
0.19517958,0.29804963,0.35816297,0.06050734,0.9937931,0.29929262,0.4025147,0.011154044,0.00084373506,0.07537381,0.22542667,0.07985075,0.008589558,0.06194534,0.32887873,0.030280799,0.16013667,0.08565111,0.0076482603
0.12133398,0.46537796,0.28379917,0.063365884,0.27500784,3.6414106,0.33849156,0.3746764,0.00083703967,0.15739007,0.812824,0.04101015,0.008089953,0.09546467,0.029181764,0.0073560085,0.053980783,0.022675723,0.0013474436
0.40102258,0.3377665,0.3417736,0.17581177,0.21337819,1.0922868,0.31737876,0.54239565,0.000825615,0.13127643,1.5918882,0.09135814,0.004921838,0.50250924,0.09421173,0.0141141135,0.12352696,0.060564294,0.009959915
0.39990735,1.1031985,0.6023605,0.121743985,1.7741609,0.4818906,0.080293395,0.031722903,0.00025774713,0.053061794,0.22758196,0.31031337,0.043762002,0.41547862,0.2928657,0.052161437,0.08179352,0.21542798,0.02462053
0.37925243,0.0951499,0.01928888,0.051354486,1.4348173,0.18038456,0.23423935,0.13706183,0.00049868075,0.11065239,0.5317269,0.16844727,0.028297503,0.05982877,0.14357726,0.18976897,0.0796214,0.029862955,0.0058990708
0.41740182,0.09642055,0.3245727,0.055102915,0.27464205,0.54078406,0.033774555,0.010398269,0.0008399306,0.09449181,0.13350275,0.06997054,0.005353926,0.11328837,0.029237904,0.105192915,0.11900723,0.043873213,0.0073820674
0.29243276,0.9893253,0.36487103,0.31502444,0.32295465,0.33806753,0.38952178,0.038625266,0.0006192378,0.06708728,0.25577506,0.3578575,0.016438203,0.070620164,0.062897846,0.032452177,0.10481398,0.08351613,0.010845458
0.13664773,0.559332,0.34793332,0.33442038,0.89067346,0.28798503,0.16813971,0.030316787,0.0007863152,0.07368426,0.2843187,0.06555732,0.018567761,0.06066216,0.2756058,0.028487219,0.1518422,0.1088421,0.0039891833
0.042677145,0.8189633,0.2943729,0.11444652,1.6010062,0.7689978,0.37809396,0.012439578,0.0009894944,0.066070385,0.11286506,0.20031855,0.047564127,0.18224096,0.04164497,0.007127311,0.12293977,0.07860445,0.001987011
0.09811787,0.7075404,0.14458382,0.025397744,1.1121395,0.3111802,0.36340237,0.021972295,0.0001539942,0.072604485,0.19137192,0.04176225,0.010627647,0.07700873,0.2606067,0.012368703,0.16558433,0.07810159,0.002581956
0.06263815,0.23027696,0.30281875,0.10450694,0.87043875,0.8243206,0.54276997,0.0019062237,0.00015381939,0.08164985,0.12353342,0.062456485,0.08952875,0.16273864,0.034690812,0.010690425,0.15328819,0.035896305,0.0017952526
0.59843385,0.061836556,0.16194329,0.11235002,1.0233878,0.36527422,0.5170528,0.09117178,0.00020341523,0.083745785,0.41230097,0.050236456,0.0055317897,0.5987282,0.077730305,0.028426377,0.17559947,0.045707237,0.0077546947
