cluster,person_income,loan_amnt,loan_int_rate,person_emp_length,cb_person_cred_hist_length,person_age,cluster_name
0,55221.76125198564,8341.092545743366,10.88465964581985,4.042595752191564,3.0638347943754782,23.69223980702477,medium risk
1,60075.75906397509,8772.363663754142,10.99207793512102,4.836999096113287,8.066686753038063,30.570553379531987,low risk
